epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,2924.19,1.40804,1.53519,1.82723,0.57498,0.72434,0.65973,0.38552,1.47676,1.44761,1.97969,0.00835,0.00835,0.00835
27,3035.61,1.39229,1.51586,1.81359,0.61533,0.65325,0.63346,0.39999,1.46634,1.49101,1.96609,0.008284,0.008284,0.008284
28,3145.78,1.3908,1.49797,1.81329,0.58882,0.65119,0.64252,0.39801,1.49147,1.47318,1.99653,0.008218,0.008218,0.008218
29,3263.25,1.39198,1.49165,1.81145,0.56137,0.6847,0.66296,0.40985,1.45253,1.37151,1.94858,0.008152,0.008152,0.008152
30,3378.66,1.38356,1.47588,1.79951,0.59585,0.65019,0.66378,0.39582,1.5092,1.39058,1.98908,0.008086,0.008086,0.008086
31,3487.74,1.36468,1.45494,1.7834,0.6613,0.62296,0.68326,0.4148,1.45562,1.3607,1.93317,0.00802,0.00802,0.00802
32,3599.91,1.37128,1.4573,1.78332,0.60899,0.72019,0.68111,0.40543,1.46074,1.40304,1.94107,0.007954,0.007954,0.007954
33,3709.54,1.36643,1.45148,1.77871,0.66492,0.67097,0.68272,0.41475,1.45977,1.38789,1.92074,0.007888,0.007888,0.007888
34,3822.39,1.34975,1.42216,1.76743,0.61654,0.65094,0.67204,0.42132,1.45799,1.39152,1.94826,0.007822,0.007822,0.007822
35,3930.35,1.35901,1.43706,1.77287,0.6166,0.6922,0.68091,0.41781,1.44094,1.33503,1.92751,0.007756,0.007756,0.007756
36,4043.87,1.34595,1.41752,1.76258,0.62396,0.64495,0.6606,0.41258,1.46687,1.34079,1.93997,0.00769,0.00769,0.00769
37,4155.63,1.3403,1.4043,1.75017,0.60201,0.68887,0.66933,0.41889,1.45076,1.43702,1.95059,0.007624,0.007624,0.007624
38,4266.91,1.34494,1.39378,1.75352,0.58422,0.71354,0.6827,0.42022,1.45241,1.40003,1.96985,0.007558,0.007558,0.007558
39,4375.91,1.33307,1.38519,1.7467,0.57512,0.67723,0.65995,0.41784,1.46469,1.37325,1.93253,0.007492,0.007492,0.007492
40,4488.53,1.32459,1.37227,1.73307,0.61637,0.6927,0.70137,0.44388,1.42986,1.36595,1.93133,0.007426,0.007426,0.007426
41,4598.23,1.32398,1.37159,1.74422,0.64549,0.67558,0.7076,0.45659,1.41812,1.281,1.88535,0.00736,0.00736,0.00736
42,4711.09,1.33172,1.37819,1.74296,0.62403,0.68299,0.69239,0.44261,1.42176,1.29145,1.91323,0.007294,0.007294,0.007294
43,4820.36,1.30928,1.35727,1.72722,0.62205,0.6634,0.69435,0.43642,1.43192,1.30864,1.89551,0.007228,0.007228,0.007228
44,4932.53,1.32001,1.35874,1.73146,0.64626,0.68469,0.68643,0.44048,1.43296,1.36708,1.93293,0.007162,0.007162,0.007162
45,5043.44,1.30867,1.33288,1.71246,0.65346,0.67266,0.70168,0.44169,1.47725,1.31238,1.95513,0.007096,0.007096,0.007096
46,5154.14,1.31077,1.32855,1.71489,0.61869,0.66936,0.6844,0.44099,1.44283,1.30251,1.91439,0.00703,0.00703,0.00703
47,5264.18,1.30465,1.32448,1.71225,0.59299,0.72128,0.69214,0.43736,1.45028,1.30263,1.93756,0.006964,0.006964,0.006964
48,5374.4,1.30075,1.31843,1.70403,0.65199,0.67032,0.70316,0.44602,1.43381,1.28985,1.89681,0.006898,0.006898,0.006898
49,5487.42,1.28695,1.30219,1.68975,0.62737,0.70788,0.6957,0.44204,1.41821,1.30403,1.89096,0.006832,0.006832,0.006832
50,5595.12,1.28767,1.30946,1.69424,0.66848,0.63622,0.6955,0.43374,1.44957,1.31598,1.91508,0.006766,0.006766,0.006766
51,5706.59,1.28346,1.29076,1.68603,0.6187,0.65817,0.6642,0.42063,1.44668,1.32835,1.92817,0.0067,0.0067,0.0067
52,5816.82,1.28349,1.28379,1.6842,0.66787,0.62295,0.69056,0.44073,1.45454,1.2544,1.90341,0.006634,0.006634,0.006634
53,5927.74,1.27297,1.27044,1.6797,0.59507,0.73467,0.68756,0.4351,1.43254,1.29937,1.91469,0.006568,0.006568,0.006568
54,6037.39,1.27377,1.27204,1.6851,0.59618,0.7171,0.67473,0.41216,1.46959,1.3225,1.93012,0.006502,0.006502,0.006502
55,6149.64,1.26761,1.24842,1.66636,0.66077,0.67114,0.70714,0.43716,1.46173,1.29171,1.92251,0.006436,0.006436,0.006436
56,6260.42,1.26465,1.25478,1.674,0.61998,0.68835,0.69193,0.43018,1.45089,1.28517,1.91272,0.00637,0.00637,0.00637
57,6373.4,1.26257,1.24734,1.67362,0.62863,0.71389,0.71282,0.44078,1.46151,1.28611,1.95111,0.006304,0.006304,0.006304
58,6484.26,1.2604,1.25407,1.66571,0.66954,0.67744,0.70547,0.44853,1.45436,1.29861,1.95007,0.006238,0.006238,0.006238
59,6594.23,1.25003,1.22597,1.66295,0.60106,0.73169,0.70398,0.44198,1.45271,1.27408,1.92491,0.006172,0.006172,0.006172
60,6704.19,1.25185,1.23149,1.65257,0.63696,0.72115,0.70954,0.43968,1.45619,1.25193,1.90583,0.006106,0.006106,0.006106
61,6815.93,1.23987,1.22254,1.64639,0.62741,0.69034,0.69533,0.45048,1.44833,1.26796,1.92721,0.00604,0.00604,0.00604
