epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,2048.82,1.21577,1.19051,1.6447,0.60597,0.7491,0.68772,0.44261,1.45101,1.23074,1.90973,0.00472,0.00472,0.00472
82,2075.24,1.21707,1.1873,1.64758,0.66698,0.68696,0.70797,0.45301,1.45924,1.21685,1.9063,0.004654,0.004654,0.004654
83,2102.07,1.20826,1.16931,1.63583,0.68296,0.70918,0.72673,0.46638,1.41695,1.20785,1.87523,0.004588,0.004588,0.004588
84,2127.58,1.20643,1.16458,1.63752,0.64733,0.70042,0.70549,0.45762,1.43635,1.23992,1.88177,0.004522,0.004522,0.004522
85,2153.45,1.20463,1.16278,1.63432,0.63892,0.71204,0.70375,0.45053,1.44268,1.23069,1.90203,0.004456,0.004456,0.004456
86,2179.21,1.21307,1.16563,1.64015,0.62848,0.73645,0.70554,0.45328,1.44544,1.23407,1.9038,0.00439,0.00439,0.00439
87,2204.48,1.20012,1.17259,1.63423,0.62725,0.73111,0.69999,0.44331,1.46886,1.23273,1.93773,0.004324,0.004324,0.004324
88,2229.52,1.199,1.15419,1.62541,0.70782,0.67812,0.73183,0.46415,1.43697,1.20728,1.89974,0.004258,0.004258,0.004258
89,2254.16,1.1944,1.1482,1.62596,0.6882,0.71365,0.72872,0.46421,1.44301,1.21914,1.91483,0.004192,0.004192,0.004192
90,2279.2,1.18899,1.13949,1.6156,0.66106,0.70245,0.731,0.45685,1.46455,1.22308,1.92096,0.004126,0.004126,0.004126
91,2305.19,1.18959,1.13723,1.62105,0.67489,0.70101,0.72189,0.46636,1.45333,1.2315,1.92909,0.00406,0.00406,0.00406
92,2329.31,1.18198,1.13071,1.61086,0.61754,0.7039,0.7092,0.44786,1.46854,1.2437,1.92943,0.003994,0.003994,0.003994
